progress;finished;duration;experience;oss_experience;repo_name;PR_amount;role;role_text;job;is_daily_job;testing;test_kind;test_kind_text;test_coverage_kind;test_coverage_kind_text;code_coverage_aware;code_coverage_amount;code_coverage_location;test_tooling;PR_comments;PR_comments_kind;PR_comments_count_tests;PR_comments_count_code_quality;PR_comments_count_defect;PR_comments_kind_other;reviewers;CR_checklist;CR_checklist_location;PR_checks;PR_checks_type;PR_checks_type_other;how_CR_helps;use_asats;asats_name;gha_or_apps;gha_type;which_app;CI_workflows;CI_configuration;CI_when_how_check;CI_situation;any_bots;which_bots;newcomer_guidelines;building_guidelines;quote_consent;archive_consent;job_academia;job_industry;job_oss;job_other;test_kind_unit;test_kind_integration;test_kind_validation;test_kind_system;test_kind_other;tc_kind_line;tc_kind_branch;tc_kind_mutation;tc_kind_other
100.0;TRUE;374;10 years and more;10 years ago or more;afragen/git-updater ;10 to 50;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);;Other;No;No;;;;;;;;;Less than 5;Other (Please specify the subject and number of comments in the text box below);;;;Style and suggestions for improvement to PR;1;No.;;I'm not aware of it.;;;Maintain quality and style ;No.;;Yes, both.;;;We don't have CI workflows.;;;;I don't know.;;;;Yes;Yes;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
100.0;TRUE;447;7 to 10 years;7 to 10 years ago;cyberark/conjur-cli-go;10 to 50;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);Maintainer;Industry,Open Source Software;Yes;Yes;Unit testing,Integration testing,Validation testing;;Statement/Line coverage;;Yes, I know. (Please specify in the text box below);80%;;Go native testing, testify;1;Code quality or maintainability defects;;1;;;1;Yes (Please provide a link to it in the text box below):;;Yes;Code quality warnings,Code coverage reports,Build checks,Test results;;Removes the need to manually check out and test changes, and allows quicker detection of style violations.;No.;;Yes, only GitHub Actions.;;;Yes.;.github/workflows files;When reviewing PRs;Provided early notification of lint or build errors;Yes.;Dependabot;https://github.com/cyberark/conjur-cli-go/blob/master/CONTRIBUTING.md;No;Yes;Yes;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
100.0;TRUE;629;10 years and more;7 to 10 years ago;pmd/pmd;10 to 50;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);Maintainer;Industry,Open Source Software;Yes;Yes;Unit testing,Integration testing;;Other (Please specify in the text box below);coveralls.io;Yes, I know. (Please specify in the text box below);47%;;JUnit, Mockito;5;Code quality or maintainability defects,Other (Please specify the subject and number of comments in the text box below);;2;;Clarification questions: 3;1;Yes (Please provide a link to it in the text box below):;https://github.com/pmd/pmd/blob/master/.github/PULL_REQUEST_TEMPLATE.md;No.;;;Keeping up to date with the changing software.;Yes;;Yes, both.;Custom scripts to build/release software including documentation.;codacy.com;Yes.;yaml;Occasionally. But when it fails, github sends a notification email.;;No.;;https://github.com/pmd/pmd/blob/master/CONTRIBUTING.md;https://github.com/pmd/pmd/blob/master/BUILDING.md;Yes;Yes;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
100.0;TRUE;1077;10 years and more;10 years ago or more;godot-rust/gdnative;Less than 10;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);Maintainer;Industry;No;Yes;Unit testing,Integration testing;;;;No, this information is not on the GitHub page of the project.;;;"rust-lang tests
GDScript based tests using the Gut library (https://github.com/bitwes/Gut) ";2;Code quality or maintainability defects,Other (Please specify the subject and number of comments in the text box below);;1;;thanks, 1;1;Yes (Please provide a link to it in the text box below):;https://github.com/godot-rust/gdnative/blob/master/CONTRIBUTING.md;No.;;;"It help review architectural decisions. 
In-Person code reviews help the submitter explain and find bugs as they are explaining.
Async code reviews require more effort by the reviewer and find fewer issues.";Yes;;Yes, only GitHub Actions.;actions/checkout@v3, baptiste0928/cargo-install@v1, actions-rs/toolchain@v1, and some custom actions;;Yes.;Using the .github directory of the repository.;As part of the branch workflow, bors will show the results.;Developers are sometimes lazy and do not run the full test suite on their own machine before submitting a PR. CI helps gate the failures.;Yes.;bors;https://github.com/godot-rust/gdnative/blob/master/CONTRIBUTING.md;Yes, https://github.com/godot-rust/gdnative/blob/master/CONTRIBUTING.md;Yes;Yes;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
100.0;TRUE;1194;3 to 6 years;3 to 6 years ago;serenity-rs/serenity;Less than 10;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);project owner;Industry;No;Yes;Unit testing;;;;No, this information is not on the GitHub page of the project.;;;Rust's native support and tooling for writing and running tests (marking unit tests with the `#[test]` attribute on functions, then running them with the cargo build system using `cargo test`);1;Code quality or maintainability defects;;1;;;1;Yes (Please provide a link to it in the text box below):;https://github.com/serenity-rs/serenity/blob/current/CONTRIBUTING.md;Yes;Code quality warnings,Build checks,Test results;;;Yes;;Yes, only GitHub Actions.;checkout, rust-cache, labeler;;Yes.;Using YAML ;After I push commits, merge a pull request, or when someone either opens a new pull request or updates a current one. This is done after a few minutes to allow CI to run workflows for all supported platforms and language toolchain versions to ensure that the library and its tests can be compiled and run successfully.;It has helped many times where I had often forgotten to update an example in the documentation.;No.;;https://github.com/serenity-rs/serenity/blob/current/CONTRIBUTING.md;https://github.com/serenity-rs/serenity/blob/current/CONTRIBUTING.md;Yes;Yes;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
100.0;TRUE;168;3 to 6 years;3 to 6 years ago;nil;Less than 10;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);;Industry;No;Yes;Unit testing,Integration testing;;Statement/Line coverage,Branch coverage;;Yes, I know. (Please specify in the text box below);85;;default Go test runner;15;Tests,Code quality or maintainability defects,Functional defects;;;;;More than 2;No.;;Yes;Code quality warnings,Code coverage reports,Build checks,Test results;;yes;Yes;;Yes, only GitHub Actions.;;;Yes.;;;;Yes.;dependabot;yes;yes;Yes;Yes;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
100.0;TRUE;520;10 years and more;10 years ago or more;LiveHelperChat/livehelperchat;Less than 10;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);Owner;Open Source Software;Yes;No;;;;;;;;;Not many. As people in general are lasy, or it's just applies to my project only :D;Code quality or maintainability defects;;;;;0;Not aware of it.;;I'm not aware of it.;;;"As honestly, I receive little support/help from regular users. Most bug reports come from paid clients who use the app heavily with hundreds of operators.
So there is no reviewers in this project in general.";Yes;;No.;;;No we don't configure our CI workflows on GitHub.;;;With paid clients we use GitLab for CI where we have stage and production env.;No.;;All documentation for developers is here https://doc.livehelperchat.com/docs/hooks;No;Yes;Yes;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
100.0;TRUE;1179;10 years and more;10 years ago or more;rust-random/rand;Less than 10;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);;Open Source Software;Yes;Yes;Unit testing,Other (Please specify in the text box below);Portability testing;;;No, this information is not on the GitHub page of the project.;;;"Rust's built in unit test suite; criterion";26;Tests,Code quality or maintainability defects,Functional defects;;;;;2;No.;;Yes;Code quality warnings,Build checks,Test results;;"Code reviewing by a maintainer? It's essential to maintain project quality.

Or is the question about CI / automated tests? Probably the most important function of these is to report build breakage with various different compile-time configurations as well as to report unexpected value-breaking changes of methods (it's a random number library: mostly any output is valid, but we have expectations on reproducibility).";No.;;Yes, only GitHub Actions.;actions/checkout, dtolnay/rust-toolchain, actions/cache;;Yes.;By hacking yaml.;When PRs are submitted/updated/merged.;They're kind of essential to ensure all supported configurations are buildable and all tests pass.;No.;;https://rust-random.github.io/book/contributing.html;Cargo (and Rust common standards) does away with the need;Yes;Yes;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
100.0;TRUE;689;10 years and more;10 years ago or more;solid-contrib/test-suite;Less than 10;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);;Other;Yes;Yes;Unit testing,Integration testing,Validation testing;;Other (Please specify in the text box below);it is a test suite for a specification, so it is quite different ;No, but I can find this information somewhere on project's GitHub. (Please specify in the text box below);;the test system has 100% coverage, the spec much less;Karate ;;;;;;;1;No.;;I'm not aware of it.;;;It helps improve my coding in general and the code quality in particular. It also speeds up development ;No.;;Yes, only GitHub Actions.;;;We don't have CI workflows.;;;It hasn't been set up on this particular project, but I use it for pretty much everything else ;Yes.;not sure now ;;I think we do;Yes;Yes;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
100.0;TRUE;1333;10 years and more;10 years ago or more;collectiveidea/audited;Less than 10;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);Maintainer;Industry;No;Yes;Unit testing,Integration testing,Validation testing,System testing;;Statement/Line coverage;;No, but I can find this information somewhere on project's GitHub. (Please specify in the text box below);;https://codeclimate.com/github/collectiveidea/audited;rspec, GitHub Actions;2;Tests;2;;;;1;No.;;Yes;Test results;;Validate that the approach fits into the overall architecture. Ensure tests cover newly added or fixed functionality. Ensure breaking changes are properly documented.;No.;;Yes, only GitHub Actions.;CI (test runs on build matrix);;Yes.;Automatically runs tests on every pull request.;View check results on every pull request.;Failing tests identify breaking changes, or changes incompatible with a certain OS or database system.;Yes.;dependabot;No;No;Yes;Yes;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE
100.0;TRUE;1269;10 years and more;7 to 10 years ago;rust-lang/rust;Less than 10;Source code contributor;;Industry,Academia,Open Source Software;No;Yes;Unit testing,Integration testing,System testing;;;;No, this information is not on the GitHub page of the project.;;;Custom test frameworks, cargo test.;10-20;Tests,Code quality or maintainability defects,Functional defects;5;10;2;;2;Not aware of it.;;Yes;Build checks,Test results;;Helps me to better understand the code that I'm modifying, think more about the changes that I make, and become a better programmer in the process.;No.;;Yes, both.;Workflows for testing.;Bots for triaging issues, merging PRs.;Yes.;There is a YAML template file that is then transformed in to a Github Actions CI script.;Before merge or after manual test command.;The project is quite complex and running all tests locally is not practical, so running tests on CI is the only way to find out if everything works.;Yes.;Custom Rust bots (triagebot, bors, rust-perf).;https://rustc-dev-guide.rust-lang.org/;https://github.com/rust-lang/rust/blob/master/CONTRIBUTING.md;Yes;Yes;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
100.0;TRUE;2900;10 years and more;3 to 6 years ago;jeroennoten/Laravel-AdminLTE;Less than 10;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);Maintainer;Industry;No;Yes;Unit testing;;Statement/Line coverage;;Yes, I know. (Please specify in the text box below);100%;;phpunit, scrutinizer;2 or 3;Code quality or maintainability defects;;;;;2;Yes (Please provide a link to it in the text box below):;https://github.com/jeroennoten/Laravel-AdminLTE/blob/master/.github/CONTRIBUTING.md;Yes;Code quality warnings,Code coverage reports,Test results;;First, to avoid something that breaks previous functionality. Second, to check quality and coverage stats of the Pull Request.;Yes;;Yes, only GitHub Actions.;testing github actions;;Yes.;By configuration files (.yml) that are part of the project (Github actions).;On each Pull Request, using the Github user interface.;To meet code style standards, to test nothing get break before merging the Pull Request.;No.;;https://github.com/jeroennoten/Laravel-AdminLTE/blob/master/.github/CONTRIBUTING.md;yes;Yes;Yes;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
100.0;TRUE;11943;3 to 6 years;3 to 6 years ago;ankitects/anki;Less than 10;Source code contributor;;Industry;No;Yes;Unit testing,Integration testing;;;;No, this information is not on the GitHub page of the project.;;;Pytest, Cargo, ESlint;2;Other (Please specify the subject and number of comments in the text box below);;;;Wording tweaks, 2;1;;;Yes;Code quality warnings,Build checks,Test results;;;Yes;;No.;;;Yes.;;;;Yes.;dependabot;https://github.com/ankitects/anki/blob/main/docs/contributing.md;yes;Yes;Yes;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
100.0;TRUE;1138;3 to 6 years;1 to 3 years ago;ory/k8s;10 to 50;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);Core maintainer;Open Source Software;No;Yes;Integration testing,Validation testing;;Statement/Line coverage;;No, this information is not on the GitHub page of the project.;;;in case of kubernetes, helm related charts we use the helm testing mechanism, together with static manifest creation and scanners/linters/validators;As a maintainer i try to have an active dialogue in the issue/pr or if needed hop on a slack chat. Most of the team are dedicated developers with limited infrastructure knowledge, which makes open source contribution a very welcome addition;Functional defects,Other (Please specify the subject and number of comments in the text box below);;;10;new features or discussions about them: 30;1;Yes (Please provide a link to it in the text box below):;https://github.com/ory/k8s/tree/master/.github/ISSUE_TEMPLATE;No.;;;It helps me understand the use case of a contributor, and increase the context of usage of our products. It is also required, as we at Ory are our own clients, and use our own open source products to build other products. ;Yes;;Yes, only GitHub Actions.;Please refer to https://github.com/ory/k8s/tree/master/.github/workflows;;Yes.;We have some experience in creation/managing CI/CD pipelines, and write the workflows ourself, or take contributions from the community.;We include a on-branch-and-pr workflow, which creates a set of checks that are required to pass on each PR to the master branch. This enables a sanity check and is the first line of review and quality checks;"In the case of charts we provide software libraries that can be understood as ""installation packages"" for our software. Therefore two very important cases for CI are installation and upgrade tests. Those verify if the changes introduces by users do not break installation on a clean system, and if the new changes are released, see if they can break the upgrade from the stable version. 
This has helped in detecting regressions or breaking changes, which would affect our users";Yes.;ory-bot which helps in automated code generation and release :);https://github.com/ory/k8s/blob/master/CONTRIBUTING.md;https://github.com/ory/k8s/blob/master/CONTRIBUTING.md;Yes;Yes;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
100.0;TRUE;602;10 years and more;10 years ago or more;cr0t/lexin;Less than 10;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);Project owner;Industry;No;Yes;Unit testing,Integration testing,Validation testing,System testing;;;;;;;ExUnit (unit testing framework for Elixir), Wallaby (headless Chrome driver for UI testing), Credo (static code analysis tool for the Elixir language);3;Other (Please specify the subject and number of comments in the text box below);;;;ping folks to look at the PR;I don't know.;No.;;Yes;Code quality warnings,Code coverage reports,Build checks,Test results;;Tremendously;Yes;;Yes, only GitHub Actions.;erlef/setup-beam@v1, actions/checkout@v3, actions/cache@v3;;Yes.;via .github/workflows/*.yml files and GitHub's settings UI;When PR is created or new commits being pushed to the open one;;No.;;"There is a ""Development"" section in the README.md in the root of the project: https://github.com/cr0t/lexin#development";Not yet;Yes;Yes;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
100.0;TRUE;947;3 to 6 years;3 to 6 years ago;yewstack/yew & rustwasm/gloo & rustwasm/wasm-bindgen (answer varies depdening upon type of contribution, e.g. code, code review, issue comments, etc);Less than 10;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);Maintainer (+ code contributor);Industry,Open Source Software;No;Yes;Unit testing,Integration testing,Other (Please specify in the text box below);"End-to-end testing, ""snapshot"" testing";;;;;;Cargo, wasm-bindgen-test, Playwright/cypress (occasionally);1;Other (Please specify the subject and number of comments in the text box below);;;;Purpose of addition;1;Yes (Please provide a link to it in the text box below):;CI + ensuring tests are added;Yes;Code quality warnings,Build checks,Test results;;It prevents unwanted/bad code being added and allows for discussion on how the feature should be implemented and how it may affect things moving forward;I don't know.;Clippy;Yes, only GitHub Actions.;GitHub Workflows;;Yes.;.yml files in .github/workflows directory;On push to PRs/when merging using GitHub UI;Prevent code from mismatched formatting, failing tests, liners errors, typos and such from being merged. It also helps other look at changes (e.g. UI updates) when reviewing the code;Yes.;Dependabot;"Yes, but they are a little lacking. Often newcomers are pointed to ""good-first-issue""s and are encouraged to start discussions about what they want to contribute and/or ask about help in the Discord chat";Yes, although Rust does an amazing job of keeping the build steps in the ecosystem consistant with Cargo;Yes;Yes;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
100.0;TRUE;806;7 to 10 years;1 to 3 years ago;zurichat/zc_core;50 to 100;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);;Industry;No;Yes;;;;;;;;;A few;Code quality or maintainability defects,Functional defects;;;;;1;Yes (Please provide a link to it in the text box below):;;Yes;Build checks;;It helps check project policy and clean code culture.;No.;;Yes, only GitHub Actions.;;;Yes.;;When merging to dev branch;Easy deployment ;No.;;https://github.com/zurichat/zc_core#readme;https://github.com/zurichat/zc_core#readme;Yes;Yes;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
100.0;TRUE;181;7 to 10 years;1 to 3 years ago;kubernetes/kubernetes;Less than 10;Source code contributor;;Industry,Open Source Software;Yes;Yes;Unit testing,Integration testing,Validation testing,System testing;;Statement/Line coverage;;No, but I can find this information somewhere on project's GitHub. (Please specify in the text box below);;;;114;Other (Please specify the subject and number of comments in the text box below);;;;tradeoffs;More than 2;Not aware of it.;;Yes;Code quality warnings,Build checks,Test results;;;Yes;;No.;;;Yes.;;;;Yes.;tide;yes;yes;Yes;Yes;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE
100.0;TRUE;697;10 years and more;10 years ago or more;nixos/nixpkgs;10 to 50;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);Maintainer and CodeReview/triaging. In general, complicated in that repo.;Industry;No;Yes;Other (Please specify in the text box below);Quite complicated, as the repository in question contains the buildinstructions for a source based Linux package manager *and* a Linux distribution based on that. Basically makes sure that all packages are buildable (as long as their license allows redistribution);Other (Please specify in the text box below);No coverage data available, barely possible ;No, this information is not on the GitHub page of the project.;;;Hydra;None in the repo directly, I do most reviews on side channels like matrix ;Code quality or maintainability defects;;;;;More than 2;Yes (Please provide a link to it in the text box below):;https://github.com/NixOS/nixpkgs/blob/master/CONTRIBUTING.md is the primary ressource, though there are more documents ;Yes;Code quality warnings,Build checks,Test results;;;No.;;Yes, both.;Several, mostly written to the needs of the project and quite specific ;I can't name them, as I'm only aware that some are used, but I don't have access to the details ;Yes.;Commit new workflow description into the repo;On each pr I review ;;Yes.;Ofborg;;;Yes;Yes;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
100.0;TRUE;761;1 to 3 years;3 to 6 years ago;github.com/wimpysworld/deb-get;Less than 10;Source code contributor;;Industry;No;Yes;Validation testing;;;;;;;;;;;;;;1;No.;;Yes;Build checks,Test results;;;I don't know.;;Yes, only GitHub Actions.;;;Yes.;via a yaml file?;through the actions tab;;Yes.;;yes usually when opening an issue;;Yes;Yes;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
100.0;TRUE;380;7 to 10 years;3 to 6 years ago;ctrlplusb/easy-peasy;Less than 10;Source code contributor;;Other;No;Yes;Unit testing;;Branch coverage;;No, this information is not on the GitHub page of the project.;;;;;Other (Please specify the subject and number of comments in the text box below);;;;Functionality ;1;Yes (Please provide a link to it in the text box below):;;Yes;Code quality warnings,Code coverage reports,Build checks,Test results;;;I don't know.;;Yes, both.;Test scripts, unit test runners;Dependabot;I don't know.;;;;Yes.;Dependabot ;;Yes;Yes;Yes;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
100.0;TRUE;832;1 to 3 years;1 to 3 years ago;SR-Sunny-Raj / Hacktoberfest2022-for-everyone;More than 100;Source code contributor;;Academia,Open Source Software;Yes;No;;;;;;;;;5;Code quality or maintainability defects;;4;;;1;Yes (Please provide a link to it in the text box below):;https://github.com/SR-Sunny-Raj/Hacktoberfest2022-for-everyone/blob/master/CONTRIBUTING.md;I'm not aware of it.;;;It gives me an insight about what are the most common mistakes that people do while writing there codes and it helps me in avoiding those mistakes when I do write codes on my own.;No.;;Yes, only GitHub Apps.;;GitGuardian, VSCodeBot, Vercel, Netlify;No we don't configure our CI workflows on GitHub.;;;No such situation as such till now;Yes.;GitGuardian;https://github.com/SR-Sunny-Raj/Hacktoberfest2021-DSA/blob/master/CONTRIBUTING.md;Yes;Yes;Yes;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
100.0;TRUE;880;10 years and more;10 years ago or more;beeware/briefcase;10 to 50;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);Founder and lead;Industry,Open Source Software;Yes;Yes;Unit testing,Integration testing,Validation testing;;Statement/Line coverage,Branch coverage;;Yes, I know. (Please specify in the text box below);100%;;pytest, coverage.py;~10;Tests,Code quality or maintainability defects,Functional defects;;;;;1;Yes (Please provide a link to it in the text box below):;;No.;;;"A second pair of eyes improves the likelihood that non-obvious defects are found; more perspectives improves final design.";No.;;Yes, only GitHub Actions.;More than I can count. checkout, setup-python, actions to upload and retrieve artefacts, actions to publish packages to PyPI;;Yes.;... There's an option other than writing .github workflow files?;When reviewing (or as a precursor to reviewing), by looking for a green light on the checks.;I'm not even sure what to say here. CI does more thorough cross-platform testing than is possible/practical for a single person to perform. It picks up edge cases.;No.;;"https://briefcase.readthedocs.io/en/stable/how-to/contribute-code.html
https://briefcase.readthedocs.io/en/stable/how-to/contribute-docs.html";Not beyond the contribution guide.;Yes;Yes;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
100.0;TRUE;269;3 to 6 years;3 to 6 years ago;flopp/GpxTrackPoster;10 to 50;Source code contributor;;Industry;Yes;Yes;Unit testing,Integration testing,Validation testing;;Branch coverage;;Yes, I know. (Please specify in the text box below);;;;;;;;;;2;Yes (Please provide a link to it in the text box below):;;Yes;Build checks;;;Yes;;Yes, both.;;;Yes.;;;;Yes.;;;;Yes;Yes;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
100.0;TRUE;411;10 years and more;10 years ago or more;Co-dfns/Co-dfns;Less than 10;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);Owner and primary contributor;Industry;Yes;Yes;Integration testing,Validation testing;;Other (Please specify in the text box below);No explicit code coverage data;No, this information is not on the GitHub page of the project.;;;APLUnit;2 - 3;Tests;Failures in the test script;;;;1;No.;;I'm not aware of it.;;;Most pull requests from unknown sources have required some tweaks before they learn the process and style and can submit cleanly. ;No.;;No.;;;No we don't configure our CI workflows on GitHub.;;;Reliable automated testing has made large scale refactoring projects much more accessible.;No.;;Yes, in the contributing.md file.;Yes, in the installation and manual documentation.;Yes;Yes;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
100.0;TRUE;253;10 years and more;7 to 10 years ago;go-graphite/go-carbon;Less than 10;Source code contributor;;Industry,Open Source Software,Other;Yes;Yes;Unit testing,Integration testing;;Statement/Line coverage;;No, this information is not on the GitHub page of the project.;;;;3;Tests,Code quality or maintainability defects,Functional defects;;;;;1;Yes (Please provide a link to it in the text box below):;;Yes;Code quality warnings,Code coverage reports,Build checks,Test results;;;I don't know.;;I don't know.;;;I don't know.;;;;Yes.;;;;Yes;Yes;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
100.0;TRUE;429;1 to 3 years;1 to 3 years ago;pingcap/tidb;10 to 50;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);Maintainer;Industry;Yes;Yes;Unit testing,Integration testing,System testing;;Other (Please specify in the text box below);We don't care;No, but I can find this information somewhere on project's GitHub. (Please specify in the text box below);;in README;docker, chaos-mesh;~3 per PR;Code quality or maintainability defects;;;;;2;Yes (Please provide a link to it in the text box below):;https://github.com/pingcap/tidb/blob/master/CONTRIBUTING.md;Yes;Test results;;Find bugs;I don't know.;Don't know;Yes, only GitHub Actions.;CI;;Yes.;By configuration files;It's a must to PR merging;Avoid to break existing behaviours;Yes.;prow;Yes, Prow bot has standard comments;Yes;Yes;Yes;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
100.0;TRUE;9927;10 years and more;7 to 10 years ago;express-validator/express-validator;Less than 10;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);;Industry;No;Yes;Unit testing;;Statement/Line coverage,Branch coverage;;Yes, I know. (Please specify in the text box below);100;;Jest, Coveralls;~2;Other (Please specify the subject and number of comments in the text box below);;;;Backwards compatibility;1;Yes (Please provide a link to it in the text box below):;;Yes;Code coverage reports,Build checks;;;Yes;;Yes, both.;Handwritten workflows;Coveralls;Yes.;;After every commit to main branch, or whenever pull request is ready to merge;Understand scenarios which wouldn't happen on my development machine due to caching, for example;I don't know.;;yes;yes;Yes;Yes;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
100.0;TRUE;1837;10 years and more;1 to 3 years ago;thesquash/gtk-theme-raleigh;Less than 10;Maintainer / Integrator / Project (co-)owner / Tech lead (Please specify in the text box below);"Project owner; maintainer; chief developer";Open Source Software,Other;No;No;;;;;;;;;1;Tests,Functional defects;1;;1;;1;No.;;No.;;;Obviously the project I am discussing here is my own, and it's a pretty small project.  As such I am the only code reviewer.  That said, I always review code in pull requests before merging.  By reviewing the code, it reduces the number of regressions introduced into the project by external contributors who are not entirely aware of the project's overarching goal:  The project is a GTK theme, and the philosophy of the theme is to replicate the appearance of a particular (very old) GTK theme as closely as possible.;No.;;No.;;;We don't have CI workflows.;;;Umm, I have never used one in this project and never intend upon doing so.  It's a theme!  I cannot even think of a way that CI could be used on a theme, except maybe by taking screenshots of applications running with the theme applied and then testing the screenshots for certain classes of obvious defects.  But again, I have no intention of doing so in the foreseeable future.;No.;;No (but now that you mention it, I probably should come up with some guidelines).;No, because I always ensure that when I contribue to the repository (or when I approve someone else's contribution), that the project will still be buildable and usable at any commit.;Yes;Yes;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
